x_bin,y_bin,t_bin,particle_count
-705,61,532,1
-558,-502,209,1
-556,-501,209,1
-541,-371,0,1
-491,-312,90,1
-480,-119,632,1
-473,-327,105,1
-444,-137,1079,1
-380,8,982,1
-335,-6,933,1
-316,-251,576,1
-310,-200,1109,1
-306,-168,706,1
-306,-81,853,1
-303,-222,614,1
-301,-74,868,1
-296,4,1037,1
-278,-27,1015,1
-277,35,1117,1
-260,-35,1014,1
-260,-24,1031,1
-259,-136,833,1
-259,-26,1030,1
-259,-20,1046,1
-259,-9,1063,1
-258,-25,1035,1
-258,-10,1064,1
-255,-11,1645,1
-254,-33,1035,1
-237,37,1240,1
-221,-201,856,1
-219,-68,1031,1
-217,-112,949,1
-213,149,1538,1
-209,-58,1073,1
-205,-51,1089,1
-200,-271,748,1
-194,-98,1032,1
-193,-33,1148,1
-192,-73,1069,1
-192,-33,1149,1
-191,-119,988,1
-190,-70,1094,1
-190,-70,1095,1
-188,-33,1156,1
-188,265,1875,1
-186,-138,992,1
-186,-30,1165,1
-186,260,1863,1
-185,-127,982,1
-185,-29,1170,1
-184,-127,986,1
-184,-29,1171,1
-184,-15,1207,1
-182,-83,1072,1
-175,-85,1077,1
-175,-25,1198,1
-174,-23,1203,1
-173,-83,1085,1
-171,-19,1217,1
-170,-15,1225,1
-170,-15,1226,2
-169,258,1882,1
-168,-30,1199,1
-167,-74,1114,1
-166,-73,1118,1
-162,-91,1092,1
-162,-68,1136,1
-159,-87,1106,1
-154,-94,1114,1
-153,-81,1128,1
-153,-80,1129,1
-151,-77,1144,1
-147,127,1550,1
-145,-86,1138,1
-144,130,1563,1
-141,72,2115,1
-138,-13,1296,1
-125,27,1405,1
-108,-74,1268,1
-107,-112,1172,1
-103,-79,1326,1
-92,-108,1382,1
-84,-87,1286,1
-78,-455,2659,1
-25,122,1838,1
-22,70,1712,1
24,91,3297,1
60,69,1925,1
63,120,1990,1
83,206,2166,1
84,206,2168,1
157,-398,2119,1
198,113,2324,1
228,58,2286,1
519,557,3990,1
632,119,3107,1
